;text;sentiment
440;Ready for tomorrow. My mommy will get her gift for Mother`s Day. Hope she LOVES it!;positive
441;Ugh fun concert  screen cracked on phone again because it fell... =\;negative
442; if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP;neutral
443;So happy, my VStudio shortcuts are backkk;positive
444; can`t wait to hear the evp! And cuuuute picture.;positive
445;Headed to verizon. Praying that pinkberry is going to make it.;positive
446;Awaiting reply from two projects. One cancelled.;negative
447;Coco still out;neutral
448; Have You Watched You Belong With Me?   By My Lovely Sister ) Kiddin.;positive
449; Hello again  How`d ur saturday go?;neutral
450; why aren`t you showing up as a #spymaster in my screen?;neutral
451;Well, Sacramento, I hope you appreciate Rivkah Sass & treat her well. I`ll be sitting here in Omaha, pouting;positive
452;Leaving the beach .. Having a great day with vicente .. We needed this time together;positive
453;Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot;negative
454;just left & already misses Nashville  be back sunday;negative
455;Going to bed after the CAVS game  Don`t judge me LOL;neutral
456; you`re a busy Bob, I`m jealous. I`m not sure I can even afford to go meet John de Lancie and Leonard Nimoy;negative
457;I am living in a country where the government is ALWAYS a circus show ... sad but true...;negative
458;went twitter crazy! last nigh :p well thats what happens when u got nothin ta do at 2 o`clock in da mornin;neutral
459; I want chocolate!;neutral
460;http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?;neutral
461; yep  but I`m going better now;positive
462;Fun is being had.;positive
463;$#@! My nose stud fell out and I can`t find it  Looks like I`ll have to head into Amsterdam today and get a new one;negative
464;_by_spork we shall see;neutral
465;_other Excellent analogy;positive
466;Good morning tweeps. Busy this a.m. but not in a working way;positive
467; lmao, im only joking mate;neutral
468; FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE;positive
469;been busy at work, now must run before traffic is too bad.;neutral
470;got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.;positive
471; it was an awesome talk  find it very true that i am watching the ruby community closely;positive
472;#f1 in a few hours guess who is sleepin in the living room;neutral
473; hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!;positive
474;http://twitpic.com/664oz - this is what happens when i have no models;neutral
475;I hereby announce that I am... employed! Couldn`t be happier, Alhamdulillah!;positive
476;i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..;negative
477;Speaking,,,Speaking ...;neutral
478;Paid all my bills only to go out to the mailbox to find more of them;neutral
479; I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy;neutral
480; Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!;positive
481;found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed;neutral
482;So many farewell parties! sad to see people leaving ..;negative
483; - Still a pity it comes with no lamb though;negative
484; I`ve got cups but you gotta come get them;neutral
485;TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!;positive
486; no other reason? I wonder if she loves you;positive
487; happy birthday ness!!;positive
488; Wow, I really hope it gets better. Asthma sucks;neutral
489;feels ..my cousin is a monkey  http://plurk.com/p/x23pa;negative
490;charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow;neutral
491; wasn`t the 'layers' just absolute positioned divs? Web compability killer;neutral
492;Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.;negative
493;Loves random acts of kindness and laughter;positive
494;Gha, off to work - hopefully traffic has cleared up by the time I get there!!;positive
495;Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!;positive
496;Going to meet the new family I`m babysitting for... Wish I was still sleeeeping;positive
497; Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...;negative
498; I can`t belive you only have one episode to go  ****;neutral
499; you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.;neutral
500; I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -;negative
501;NOT excited for 32 people reservation in the morning  **** LOVIN halo3 right now for sure too;neutral
502; wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?;positive
503;Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now;positive
504; i was going tonight, but you never wrote me back with the info  im sososo sad...;negative
505; still not 100%    im sick of being sick!;negative
506;_collins I`m not sure I understand how this twitter thing works...;neutral
507;wat a stressful week i jus hope everything falls into place 4me;negative
508;with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow;negative
509;Aww I got to see my 1st grade teacher`s last day before she retired;positive
510; For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.;negative
511;LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art;negative
512; when will she b finished;neutral
513;BGT made me cry tonight;negative
514;gawww, why is facebook being so slow?;negative
515; im cool  cant wait to hear these stories xoxo;positive
516;Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?;neutral
517;Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever;positive
518;I day til NYC!!!! and the journey soon begins!!! Music baby;neutral
519;i feel in love with pizza girl... now i eat pizza everyday;positive
520; 11 30s way early! anyway nigth night  love you!;positive
521; If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you;negative
522; I`m not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer;neutral
523; Hey Esmee. How U doing?;neutral
524; MUAHAHAHHAHAHA...   well, maybe they think I`m crazy or something. I haven`t scared  yet though;positive
525; nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!;neutral
526;today got her POP! t-shirt & lovess ittt  haha x;positive
527; EpiCentre Wheelock Place - tourists only..;neutral
528;Perfect night. Best month of my life so far!! You my boo, ;positive
529; yayy  you`ll can help me im doing my english homeworks which i had to do during the holidays >.<;positive
530; hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha;positive
531; Think you should do a tour in England, we dont got to see any aweomse people !!;negative
532;'Puke In My Mouth' the brilliant response to **** In My Pants  http://tinyurl.com/cy8z7y  Over the top wrong;neutral
533;Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!;neutral
534;Is bummed out...i don`t have even one testimonial on Flickr.;negative
535; I am sorry that you are feeling that way.;negative
536;yeah so Prom Night is now the Craft (good movie);positive
537;having the flu, not the swinish-one, but the flu.;neutral
538; don`t go to logan square we`re pretty sure the shirt isn`t there  1 more philly local tmrw;negative
539; You should see our floors before you make that offer.  Let me know if you don`t receive a call soon.;neutral
540;    I am sending healthy, healing thoughts in the mumborg`s direction.;positive
541;Not at prom. Ha! Chinese, iced chai, and some old school pokemon. Good night;positive
542;Prayers for my family and my dog - Mozart is being put down this afternoon.   Pics of him at http://tinyurl.com/mozartdog;neutral
543;Went on a short flight around the Geelong waterfront.  Surprised at how well I handled it, as I`m still exhausted from last weeks meetup;positive
544;: I`ll keep y`all in my prayers but welcome back to TX  Hope you have a good,safe flight;positive
545;Good morning scary world!;negative
546;is back at working auditing away, time to make the hard decisions and be happy;positive
547; - ummmm. no comment. LOL. I actually have not watched GH in about a week.;positive
548; i think u have more than enough friends now, including me lol;neutral
549;Zs.Nagy presents  http://www.nordugrid.org/manuals.html;neutral
550;_Layne  hmm.. what`s ur fav movie?? tv shows??;neutral
551;" <3 your gonna be the first  twitter ;) cause your amazing lol. come to canada  would do anything to see you perform";positive
552; Thankfully that face only shows up for photoshoots;positive
553; Don`t worry, the bizarre will find you;positive
